tpsa	wlogp
40.97017925131679	0.4062562899766126
43.53440363567211	0.4169942065264866
46.077057183913354	0.4386559712786629
48.58810520411346	0.4711560951439837
51.05763773692548	0.5143663149814472
53.47590866566447	0.5681160997942261
55.83337417977759	0.6321933237376053
58.120730439904186	0.7063451032827793
60.328950295879224	0.7902787952326094
62.449318912770856	0.8836631516506256
64.47346816435247	0.9861296271452998
66.39340965827392	1.0972738333503356
68.20156626259653	1.2166571348607977
69.8908020092712	1.3438083803266692
71.45445025654422	1.4782257618719723
72.88633999914657	1.61937879550121
74.1808202224323	1.766710414677333
75.33278220435197	1.9196391688088683
76.33767967724427	2.07756151796976
77.19154676987765	2.239854214795729
77.89101365893231	2.405876764156885
78.43331986815312	2.5749739508993854
78.81632516268847	2.7464784256803143
79.03851799561927	2.9197133386906526
79.09902147334422	3.093995010872254
78.99759681627812	3.2686356320867374
78.73464430120595	3.442945975587881
78.31120168157305	3.6162381180847065
77.72894009194661	3.7878281546604287
76.99015745281086	3.9570388978327133
76.09776940172482	4.1232025501032945
75.05529778663279	4.285663339449613
73.86685676673952	4.4437801073573935
72.53713657580352	4.596928839180382
71.071385011927	4.744505126841076
69.47538672689447	4.885926554153269
67.75544039679461	5.020634995352665
65.91833386402362	5.148098817764284
63.97131734877222	5.267814979913747
61.92207483571886	5.3793110168021645
59.77869374885272	5.482146904509627
57.549633034105966	5.575916796768607
55.243689775758746	5.660250626653745
52.86996447836648	5.734815567066945
50.43782515122604	5.799317344253877
47.956870337122915	5.853501399168046
45.43689123126793	5.897153892099043
42.8878330399229	5.930102546600198
40.319755731215174	5.952217329385
37.74279433303931	5.9634109635090855
35.167118934732244	5.963639272812449
32.602894550376924	5.952901356262576
30.06024100213569	5.931239591510399
27.54919298193556	5.898739467645077
25.079660449123548	5.855529247807613
22.66138952038456	5.801779462994835
20.303924006271433	5.7377022390514565
18.016567746144844	5.663550459506283
15.808347890169804	5.579616767556452
13.687979273278186	5.486232411138436
11.663830021696565	5.38376593564376
9.743888527775118	5.272621729438726
7.935731923452518	5.153238427928264
6.2464961767778435	5.026087182462394
4.682847929504812	4.8916698009170885
3.2509581869024937	4.750516767287851
1.9564779636167104	4.603185148111728
0.8045159816970635	4.450256393980193
-0.20038149119524168	4.2923340448193015
-1.054248583828624	4.130041347993332
-1.7537154728832645	3.9640187986321784
-2.2960216821040977	3.7949216118896762
-2.67902697663943	3.623417137108748
-2.9012198095702453	3.450182224098408
-2.961723287295181	3.275900551916808
-2.8602986302290945	3.1012599307023248
-2.5973461151568977	2.9269495872011797
-2.173903495524005	2.753657444704355
-1.5916419058975677	2.582067408128632
-0.8528592667618298	2.4128566649563483
0.039528784324221584	2.246693012685768
1.0820003994162777	2.0842322233394484
2.2704414193095257	1.9261154554316693
3.6001616102455305	1.7729667236086788
5.0659131741220245	1.6253904359479865
6.6619114591545925	1.4839690086357915
8.381857789254436	1.3492605674363958
10.21896432202541	1.2217967450247778
12.165980837276834	1.102080582875313
14.215223350330179	0.9905845459868972
16.358604437196348	0.8877486582794322
18.58766515194309	0.7939787660204534
20.893608410290287	0.7096449361353171
23.26733370768257	0.6350799957221163
25.699473034822983	0.5705782185351836
28.18042784892613	0.5163941636210154
30.700406954781126	0.4727416706900189
33.24946514612614	0.4397930161888647
35.817542454833884	0.41767823340406107
38.39450385300971	0.4064845992799761
40.970179251316814	0.4062562899766127
